time,userId,target,pred,prediction
2020-02-20 07:00:02,988335737,Domicile,9,indoor
2020-02-20 07:05:02,988335737,Domicile,9,indoor
2020-02-20 07:10:03,988335737,Domicile,9,indoor
2020-02-20 07:19:58,988335737,Domicile,9,indoor
2020-02-20 07:24:59,988335737,Domicile,9,indoor
2020-02-21 07:44:02,988335737,Domicile,9,indoor
2020-02-21 07:49:03,988335737,Domicile,9,indoor
2020-02-21 07:54:03,988335737,Domicile,9,indoor
2020-02-21 07:59:03,988335737,Domicile,9,indoor
2020-02-21 08:04:03,988335737,Domicile,9,indoor
2020-02-21 08:09:04,988335737,Domicile,9,indoor
2020-02-21 08:29:06,988335737,Domicile,9,indoor
2020-02-21 08:34:06,988335737,Domicile,9,indoor
2020-02-21 08:44:07,988335737,Voiture,4,Voiture
2020-02-21 12:57:33,988335737,Voiture,4,Voiture
2020-02-21 13:02:34,988335737,Voiture,4,Voiture
2020-02-21 13:07:35,988335737,Voiture,4,Voiture
2020-02-21 13:12:35,988335737,Voiture,4,Voiture
2020-02-21 13:17:35,988335737,Voiture,9,indoor
2020-02-21 13:22:35,988335737,Voiture,4,Voiture
2020-02-21 13:27:35,988335737,Voiture,9,indoor
2020-02-21 13:32:35,988335737,Voiture,9,indoor
2020-02-21 13:40:06,988335737,Voiture,9,indoor
2020-02-21 13:48:30,988335737,Voiture,9,indoor
2020-02-23 18:35:02,988335737,Domicile,9,indoor
2020-02-23 18:40:02,988335737,Domicile,9,indoor
2020-02-23 18:45:03,988335737,Domicile,9,indoor
2020-02-23 19:23:58,988335737,Domicile,9,indoor
2020-02-23 19:33:59,988335737,Voiture,4,Voiture
2020-03-12 13:11:21,986174566,Bureau,9,indoor
2020-03-12 13:27:30,986174566,Bureau,9,indoor
2020-03-12 13:32:30,986174566,Bureau,9,indoor
2020-03-12 13:37:34,986174566,Bureau,9,indoor
2020-03-12 13:42:34,986174566,Bureau,9,indoor
2020-03-12 13:47:35,986174566,Bureau,9,indoor
2020-03-12 13:52:35,986174566,Bureau,9,indoor
2020-03-12 13:57:36,986174566,Bureau,9,indoor
2020-03-12 16:03:40,986174566,Bureau,9,indoor
2020-03-12 20:04:47,986174566,Motorcycle,9,indoor
2020-03-12 20:09:47,986174566,Motorcycle,1,Motorcycle
2020-03-12 20:14:48,986174566,Motorcycle,1,Motorcycle
2020-03-13 19:42:33,986174566,Motorcycle,1,Motorcycle
2020-03-13 19:47:37,986174566,Motorcycle,1,Motorcycle
2020-03-13 19:57:38,986174566,Domicile,9,indoor
2020-03-13 20:03:24,986174566,Domicile,9,indoor
2020-03-14 16:42:56,986174566,Domicile,9,indoor
2020-03-14 16:47:57,986174566,Domicile,9,indoor
2020-03-14 16:52:57,986174566,Domicile,9,indoor
2020-03-15 11:34:49,986174566,Vélo,0,Vélo
2020-03-15 11:39:49,986174566,Vélo,0,Vélo
2020-03-15 11:44:49,986174566,Vélo,0,Vélo
2020-03-15 11:49:50,986174566,Vélo,0,Vélo
2020-03-15 14:36:08,986174566,Domicile,9,indoor
2020-03-15 14:41:08,986174566,Domicile,9,indoor
2020-03-15 17:22:06,986174566,Bus,9,indoor
2020-03-15 17:41:40,986174566,Walk,2,indoor
2020-03-15 17:46:40,986174566,Walk,2,indoor
2020-03-15 17:51:40,986174566,Walk,2,indoor
2020-03-15 17:56:41,986174566,Walk,2,indoor
2020-03-15 18:01:42,986174566,Walk,2,indoor
2020-03-15 18:06:43,986174566,Walk,2,indoor
2020-03-15 18:11:44,986174566,Walk,2,indoor
2020-03-15 18:16:44,986174566,Walk,2,indoor
2020-03-15 18:21:45,986174566,Walk,2,indoor
2020-03-15 18:26:46,986174566,Walk,2,indoor
2020-03-15 18:31:47,986174566,Walk,9,indoor
2020-03-15 18:36:48,986174566,Walk,2,indoor
2020-03-15 18:46:50,986174566,Domicile,9,indoor
2020-03-16 13:36:02,986174566,Domicile,9,indoor
2020-03-16 14:21:26,986174566,Domicile,9,indoor
2020-03-16 14:26:27,986174566,Domicile,9,indoor
2020-03-16 14:31:28,986174566,Domicile,9,indoor
2020-03-16 14:36:29,986174566,Domicile,9,indoor
2020-03-16 14:41:33,986174566,Domicile,9,indoor
2020-03-16 14:46:45,986174566,Domicile,9,indoor
2020-03-16 14:51:46,986174566,Domicile,9,indoor
2020-03-16 15:31:54,986174566,Domicile,9,indoor
2020-03-12 07:12:42,986884172,Domicile,9,indoor
2020-03-12 16:19:50,986884172,Bureau,9,indoor
2020-03-12 16:24:50,986884172,Bureau,9,indoor
2020-03-12 16:29:51,986884172,Bureau,9,indoor
2020-03-12 16:34:51,986884172,Bureau,9,indoor
2020-03-14 13:03:33,986884172,Domicile,9,indoor
2020-03-14 13:08:34,986884172,Domicile,9,indoor
2020-03-14 13:13:34,986884172,Domicile,9,indoor
2020-03-14 13:18:35,986884172,Domicile,9,indoor
2020-03-14 13:23:35,986884172,Domicile,9,indoor
2020-03-14 13:28:36,986884172,Domicile,9,indoor
2020-03-14 13:33:37,986884172,Domicile,9,indoor
2020-03-14 16:53:49,986884172,Domicile,9,indoor
2020-03-14 16:58:50,986884172,Domicile,9,indoor
2020-03-14 17:03:51,986884172,Domicile,9,indoor
2020-03-14 17:08:52,986884172,Domicile,9,indoor
2020-03-14 17:13:53,986884172,Domicile,9,indoor
2020-03-14 17:18:53,986884172,Domicile,9,indoor
2020-03-14 17:24:15,986884172,Domicile,9,indoor
2020-03-14 17:29:16,986884172,Domicile,9,indoor
2020-03-14 18:46:01,986884172,Domicile,9,indoor
2020-03-14 18:51:02,986884172,Domicile,9,indoor
2020-03-14 18:56:02,986884172,Domicile,9,indoor
2020-03-14 19:01:02,986884172,Domicile,9,indoor
2020-03-14 19:06:03,986884172,Domicile,9,indoor
2020-03-14 19:11:03,986884172,Domicile,9,indoor
2020-03-14 19:16:03,986884172,Domicile,9,indoor
2020-03-16 16:10:37,986884172,Bureau,9,indoor
2020-03-16 16:25:56,986884172,Bureau,9,indoor
2020-03-16 16:30:56,986884172,Bureau,9,indoor
2020-03-17 07:26:39,986884172,Domicile,9,indoor
2020-03-17 07:31:39,986884172,Domicile,9,indoor
2020-03-17 14:28:11,986884172,Bureau,9,indoor
2020-03-17 14:33:12,986884172,Bureau,9,indoor
2020-03-17 14:38:13,986884172,Bureau,9,indoor
2020-02-11 09:50:25,986938604,Vélo,0,Vélo
2020-02-11 09:55:25,986938604,Vélo,0,Vélo
2020-02-11 13:25:01,986938604,Vélo,0,Vélo
2020-02-11 13:30:02,986938604,Vélo,0,Vélo
2020-02-11 13:35:03,986938604,Vélo,0,Vélo
2020-02-11 13:40:03,986938604,Vélo,0,Vélo
2020-02-11 13:45:04,986938604,Vélo,0,Vélo
2020-02-11 14:10:39,986938604,Bureau,9,indoor
2020-02-11 14:15:40,986938604,Bureau,9,indoor
2020-02-11 14:20:41,986938604,Bureau,9,indoor
2020-02-11 14:25:42,986938604,Bureau,9,indoor
2020-02-11 14:31:42,986938604,Bureau,9,indoor
2020-02-11 14:36:42,986938604,Bureau,9,indoor
2020-02-11 14:42:02,986938604,Bureau,9,indoor
2020-02-11 14:52:22,986938604,Bureau,9,indoor
2020-02-11 18:23:09,986938604,Vélo,0,Vélo
2020-02-13 11:31:34,986938604,Domicile,9,indoor
2020-02-13 11:37:12,986938604,Domicile,9,indoor
2020-02-13 12:50:00,986938604,Domicile,9,indoor
2020-02-14 09:43:08,986938604,Vélo,0,Vélo
2020-02-14 09:48:09,986938604,Vélo,0,Vélo
2020-02-14 09:58:11,986938604,Bureau,9,indoor
2020-02-14 19:13:31,986938604,Vélo,0,Vélo
2020-02-14 19:18:32,986938604,Vélo,0,Vélo
2020-02-14 19:23:32,986938604,Vélo,0,Vélo
2020-01-31 12:05:34,985935431,Domicile,9,indoor
2020-01-31 13:06:54,985935431,Domicile,9,indoor
2020-01-31 13:11:54,985935431,Domicile,9,indoor
2020-01-31 13:16:54,985935431,Domicile,9,indoor
2020-01-31 13:21:55,985935431,Domicile,9,indoor
2020-01-31 13:26:55,985935431,Domicile,9,indoor
2020-01-31 13:31:56,985935431,Domicile,9,indoor
2020-01-31 13:36:57,985935431,Domicile,9,indoor
2020-01-31 13:41:57,985935431,Domicile,9,indoor
2020-01-31 13:46:57,985935431,Domicile,9,indoor
2020-01-31 13:51:58,985935431,Domicile,9,indoor
2020-01-31 13:56:59,985935431,Domicile,9,indoor
2020-01-31 14:01:59,985935431,Domicile,9,indoor
2020-01-31 14:07:00,985935431,Running,6,indoor
2020-01-31 14:12:00,985935431,Running,9,indoor
2020-01-31 14:17:00,985935431,Running,6,indoor
2020-01-31 14:22:01,985935431,Running,6,indoor
2020-01-31 14:27:01,985935431,Running,9,indoor
2020-01-31 14:32:01,985935431,Running,6,indoor
2020-02-01 17:04:44,985935431,Bureau,9,indoor
2020-02-01 17:09:52,985935431,Bureau,9,indoor
2020-02-01 17:14:53,985935431,Bureau,9,indoor
2020-02-01 17:19:54,985935431,Bureau,9,indoor
2020-02-01 17:24:54,985935431,Bureau,9,indoor
2020-02-02 10:34:05,985935431,Domicile,9,indoor
2020-02-02 10:39:05,985935431,Domicile,9,indoor
2020-02-03 04:54:21,985935431,Domicile,9,indoor
2020-02-03 04:59:21,985935431,Domicile,9,indoor
2020-02-03 10:48:49,985935431,Domicile,9,indoor
2020-02-03 10:53:49,985935431,Domicile,9,indoor
2020-02-03 10:58:49,985935431,Domicile,9,indoor
2020-02-03 11:14:20,985935431,Domicile,9,indoor
2020-02-03 11:20:45,985935431,Domicile,9,indoor
2020-02-03 11:30:45,985935431,Domicile,9,indoor
2020-02-03 11:40:45,985935431,Walk,2,indoor
2020-02-05 07:56:10,985935431,Domicile,9,indoor
2020-02-05 08:01:10,985935431,Domicile,9,indoor
2020-02-05 08:06:11,985935431,Domicile,9,indoor
2020-02-05 08:11:12,985935431,Domicile,9,indoor
2020-02-05 08:48:01,985935431,Domicile,9,indoor
2020-02-05 08:53:08,985935431,Domicile,9,indoor
2020-02-05 14:16:49,985935431,Bureau,9,indoor
2020-02-05 14:21:49,985935431,Bureau,9,indoor
2020-02-05 14:41:49,985935431,Bureau,9,indoor
2020-02-05 14:47:50,985935431,Bureau,9,indoor
2020-02-05 15:27:29,985935431,Train,9,indoor
2020-02-05 15:32:29,985935431,Train,7,Train
2020-02-05 15:37:29,985935431,Train,9,indoor
2020-02-05 15:48:13,985935431,Métro,5,Métro
2020-02-05 15:53:39,985935431,Métro,5,Métro
2020-02-05 19:32:02,985935431,Domicile,9,indoor
2020-03-08 09:34:31,987014104,Running,6,indoor
2020-03-08 09:39:31,987014104,Running,6,indoor
2020-03-08 09:44:41,987014104,Running,6,indoor
2020-03-08 09:49:54,987014104,Running,9,indoor
2020-03-08 09:58:48,987014104,Running,6,indoor
2020-03-08 10:03:49,987014104,Running,6,indoor
2020-03-08 10:08:50,987014104,Running,6,indoor
2020-03-08 10:13:50,987014104,Running,6,indoor
2020-03-08 10:18:51,987014104,Running,6,indoor
2020-03-08 10:23:51,987014104,Running,6,indoor
2020-03-08 10:28:52,987014104,Running,6,indoor
2020-03-08 16:36:05,987014104,Domicile,9,indoor
2020-03-08 16:41:09,987014104,Domicile,9,indoor
2020-03-09 09:16:15,987014104,Vélo,9,indoor
2020-03-09 15:30:12,987014104,Bureau,9,indoor
2020-03-09 18:49:54,987014104,Vélo,9,indoor
2020-03-10 20:11:30,987014104,Vélo,0,Vélo
2020-03-10 20:16:36,987014104,Vélo,0,Vélo
2020-03-11 11:47:12,987014104,Magasin,9,indoor
2020-03-11 11:52:23,987014104,Magasin,9,indoor
2020-03-12 09:32:17,987014104,Vélo,0,Vélo
2020-03-12 09:37:17,987014104,Vélo,0,Vélo
2020-03-12 09:42:18,987014104,Vélo,0,Vélo
2020-03-12 19:27:13,987014104,Vélo,0,Vélo
2020-03-12 19:32:13,987014104,Vélo,0,Vélo
2020-03-12 19:37:14,987014104,Vélo,0,Vélo
2020-03-12 19:47:15,987014104,Domicile,9,indoor
2020-02-05 21:48:04,982119412,Domicile,9,indoor
2020-02-06 18:02:03,982119412,Domicile,9,indoor
2020-02-06 18:07:04,982119412,Domicile,9,indoor
2020-02-06 18:12:05,982119412,Domicile,9,indoor
2020-02-06 18:28:31,982119412,Domicile,9,indoor
2020-02-06 18:33:32,982119412,Domicile,9,indoor
2020-02-06 18:38:33,982119412,Domicile,9,indoor
2020-02-06 18:43:33,982119412,Domicile,9,indoor
2020-02-06 19:19:49,982119412,Walk,9,indoor
2020-02-06 19:24:49,982119412,Walk,2,indoor
2020-02-06 19:29:49,982119412,Walk,2,indoor
2020-02-06 19:36:45,982119412,Walk,2,indoor
2020-02-07 18:34:25,982119412,Domicile,9,indoor
2020-02-07 18:39:26,982119412,Domicile,9,indoor
2020-02-07 18:44:26,982119412,Domicile,9,indoor
2020-02-07 18:49:27,982119412,Domicile,9,indoor
2020-02-07 18:54:27,982119412,Domicile,9,indoor
2020-02-10 19:16:54,982119412,Domicile,9,indoor
2020-02-10 19:21:58,982119412,Domicile,9,indoor
2020-02-10 19:32:00,982119412,Gare,9,indoor
2020-02-11 00:09:18,982119412,Domicile,9,indoor
2020-02-11 00:25:11,982119412,Domicile,9,indoor
2020-02-09 03:00:01,983602168,Domicile,9,indoor
2020-02-09 12:12:12,983602168,Domicile,9,indoor
2020-02-09 12:17:30,983602168,Domicile,9,indoor
2020-02-09 12:22:35,983602168,Domicile,9,indoor
2020-02-09 12:27:57,983602168,Domicile,9,indoor
2020-02-09 12:32:58,983602168,Domicile,9,indoor
2020-02-09 12:38:00,983602168,Domicile,9,indoor
2020-02-09 12:43:00,983602168,Domicile,9,indoor
2020-02-09 12:48:01,983602168,Domicile,9,indoor
2020-02-09 12:53:02,983602168,Domicile,9,indoor
2020-02-09 12:58:03,983602168,Domicile,9,indoor
2020-02-09 13:03:04,983602168,Domicile,9,indoor
2020-02-09 13:08:05,983602168,Domicile,9,indoor
2020-02-09 16:13:31,983602168,Domicile,9,indoor
2020-02-09 16:18:31,983602168,Domicile,9,indoor
2020-02-09 16:23:32,983602168,Domicile,9,indoor
2020-02-09 16:28:32,983602168,Domicile,9,indoor
2020-02-10 19:52:39,983602168,Domicile,9,indoor
2020-02-10 19:57:44,983602168,Domicile,9,indoor
2020-02-11 21:20:41,983602168,Domicile,9,indoor
2020-02-11 21:25:42,983602168,Domicile,9,indoor
2020-02-11 21:30:44,983602168,Domicile,9,indoor
2020-02-12 19:04:23,983602168,Bureau,9,indoor
2020-02-13 19:09:24,983602168,Bureau,9,indoor
2020-02-14 12:35:04,983602168,Bureau,9,indoor
2020-02-14 19:02:24,983602168,Bureau,9,indoor
2020-02-14 19:07:25,983602168,Bureau,9,indoor
2020-02-14 19:12:33,983602168,Bureau,9,indoor
2020-02-14 19:17:53,983602168,Bureau,9,indoor
2020-02-14 19:25:00,983602168,Bureau,9,indoor
2020-02-14 19:40:31,983602168,Métro,5,Métro
2020-02-15 00:19:40,983602168,Domicile,9,indoor
2020-02-15 00:34:47,983602168,Domicile,9,indoor
2020-02-15 01:21:55,983602168,Domicile,9,indoor
2020-02-15 01:26:58,983602168,Domicile,9,indoor
2020-02-15 02:34:47,983602168,Domicile,9,indoor
2020-02-15 02:40:00,983602168,Domicile,9,indoor
2020-02-15 02:45:00,983602168,Domicile,9,indoor
